ID;ID;name;adress;coordinate;functional_zone;landuse;land_size;area;building_area;land_area;year_of_commissioning;year_of_termination;new_feature;new_feature_2;capacity;project_type;architectural_style;technical_condition;decoration;material;communications;link ;k1_1;k1_2;k1_3;k1_4;k1_5;k1_6;k1_7 ;k1_8;k1_9;k2_1 ;k2_2 ;k2_3 ;k2_4;k2_5;k2_6 ;k2_7 ;k2_8 ;k2_9;k3_1 ;k3_2;k3_3 ;k3_4;k3_5;k3_6 ;k4_1;k4_2;k4_3 ;k4_4;k4_5;k4_6;k4_7;k4_8;k4_9;k4_10;k4_11;k4_12;k4_13;k4_14;k4_15;k4_16;k4_17;i_1;i_2;i_3;i_4;I;potential;;
2;41;Школа № 371 ;г. Санкт-Петербург, ул. Севастьянова, дом 13;59.876423, 30.329828;Ж;ЗРЗ;3617;3969;1323;299;1936;1992;офисная;Офисный центр;440;Типовой проект;;Исправное;Да;Шлакобетон, бетон, металл;Подключено;https://www.citywalls.ru/house11195.html;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;1;1;1;1;0,222222222;0,666666667;0,833333333;0,529411765;2,25;средний;;
10;42;Школа ФЗУ совместно с Институтом коммунального хозяйства ;г. Санкт-Петербург, улица Савушкина, дом 7, литера А;59.986452, 30.297614;Ж;ОЗРЗ-2;2487;4347;1449;0;1937;1988;офисная;Бизнес-центр;880;Типовой проект, Гинцберг А.С., Асс Л.Е.;;Работоспособное;Нет;Кирпич, железобетон, металл;Подключено;https://www.citywalls.ru/house15989.html;0;0;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;1;0,222222222;0,666666667;0,833333333;0,529411765;2,25;средний;;
9;43;Школа;г. Санкт-Петербург, проспект Обуховской Обороны, дом 287, корпус 1, литера А;59.848647, 30.481302;Ж;;4403;3753;1251;2866;1936;2011;жилая;Жилой дом;880;Типовой проект, Гинцберг А.С., Асс Л.Е.;Сталинский неоклассицзим;Ограниченно работоспособное;Нет;Кирпич, дерево, металл;Частично подключено;https://www.citywalls.ru/house16563.html?s=4cupho2ti146639rji6lvgg2tc;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;1;0,333333333;0,555555556;0,666666667;0,647058824;2,20;средний;;
20;44;Школа;г. Санкт-Петербург, Парголово, ул. Ломоносова, 90;60.078217, 30.289080;Ж;ЗРЗ;2877;680;340;2407;1934;1986;административная;Отдел милиции;200;;;Исправное;Нет;Дерево;Подключено;https://www.citywalls.ru/house20654.html;0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0,333333333;0,666666667;0,833333333;0,352941176;2,19;средний;;
6;45;Школа № 304 Фрунзенского района;г. Санкт-Петербург, улица Черняховского, дом 17, литера А;59.916816, 30.358601;Ж;ОЗРЗ-2;1431;2890;1156;0;1937;2009;административная;Объединенный архив Комитета по образованию;880;"Институт ""Ленпроект"", 6 мастерская, Троцкий Н. А., Мартынов А. С.";Сталинский неоклассицзим;Ограниченно работоспособное;Да;Кирпич, железобетон, металл;Подключено;https://www.citywalls.ru/house13119.html;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;0;0,444444444;0,444444444;0,666666667;0,588235294;2,14;средний;;
42;46;Школа;г. Санкт-Петербург, ул. Зои Космодемьянской, 31;59.892694, 30.259382;Д;;3179;2028;676;;1935;2002;административная;Центр информационной культуры;400;Суслова О.В., Модзалевский А.В.;Сталинский неоклассицзим;Исправное;Нет;Кирпич, дерево;Подключено;https://www.citywalls.ru/house12736.html;0;;;;1;1;1;1;;0;0;0;;1;1;0;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0,444444444;0,333333333;0,833333333;0,411764706;2,02;средний;;
65;47;Школа;г. Санкт-Петербург, Константиновский пр., 11А;59.972523, 30.273171;Д;;1620;3964;991;0;1959;1990;жилая;Гостиница;400;Типовой проект 2-528КП-Ш2;;Исправное;Нет;Кирпич, железобетон, металл;Подключено;https://www.citywalls.ru/house16807.html;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0,333333333;0,444444444;1;0,235294118;2,01;средний;;
60;48;Школа N32;г. Санкт-Петербург, Сердобольская ул., 7;59.993293, 30.323737;Ж;;3713;4205;841;6;1937;2022;офисная;Офисное здание;440;;Сталинский неоклассицзим;Исправное;Нет;Кирпич, железобетон, металл;Подключено;https://www.citywalls.ru/house25006.html;0;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0,333333333;0,444444444;0,833333333;0,294117647;1,91;низкий;;
26;49;Школа;г. Санкт-Петербург, ул. Хвойная, 5;59.998547, 30.148706;Ж;ЗРЗ;4552;1310;655;3865;1932;1973;производственная;Производственный цех;100;;;Работоспособное;Нет;Дерево, кирич;Частично подключено;https://www.citywalls.ru/house14322.html;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0,111111111;0,666666667;0,666666667;0,411764706;1,86;низкий;;
64;50;Школа;г. Санкт-Петербург, Баррикадная ул., 1;59.895989, 30.258672;Д;;4663;3192;1596;846;1960;1973;офисная;Офисный центр;880;Типовой проект 2ЛГ-02-2;;Исправное;Нет;Кирпич, железобетон, металл;Подключено;https://www.citywalls.ru/house3991.html;0;0;0;0;0;1;0;0;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0,111111111;0,666666667;0,833333333;0,235294118;1,85;низкий;;
32;51;Школа;г. Санкт-Петербург, наб. Карповки, 5к16;59.968525, 30.316039;Д;ОЗРЗ-2;806;3450;690;0;1936;2000;офисная;Офисный центр;200;;Сталинский неоклассицзим;Исправное;Нет;Кирпич, железобетон, металл;Подключено;https://www.citywalls.ru/house15497.html;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0,111111111;0,555555556;0,666666667;0,411764706;1,75;низкий;;
19;52;Школа № 38 ;г. Санкт-Петербург, 3-я линия ВО, 62;59.948888, 30.278103;Д;ОЗРЗ-1;;13622;1946;0;1940;1976;производственная;Кондитерская фабрика;880;;Сталинский неоклассицзим;Исправное;Нет;Кирпич, железобетон, металл;Подключено;https://www.citywalls.ru/house10922.html;;;;;0;1;1;0;;1;1;0;;1;1;0;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0,222222222;0,555555556;0,666666667;0,294117647;1,74;низкий;;
13;53;Школа;г. Санкт-Петербург, г. Пушкин, ул. Гусарская, 9;59.698666, 30.393693;Д;ОЗ;1607;2916;729;0;1957;2011;жилая;Жилой дом;400;;;Работоспособное;Нет;Кирпич, железобетон, металл;Подключено;https://www.citywalls.ru/house22001.html;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0,222222222;0,444444444;0,833333333;0,235294118;1,74;низкий;;
35;54;Школа;г. Санкт-Петербург, Коломенская ул., 4а;59.925809, 30.356310;ЖЗ;ОЗРЗ-1;2094;4084;1021;0;1934;1950;административная;Административное здание;880;;Сталинский неоклассицзим;Работоспособное;;Кирпич, железобетон, металл;Подключено;https://www.citywalls.ru/house21947.html;0;0;0;0;1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0,333333333;0,555555556;0,666666667;0,176470588;1,73;низкий;;
11;55;Школа N 137 ;г. Санкт-Петербург, ул. Братская, 26х;59.977134, 30.528365;П;;5490;110;55;5380;1946;1973;;Не используется;30;;;Аварийное ;Нет;Дерево, кирпич;Частично подключено;https://www.citywalls.ru/house18737.html;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0,222222222;0,444444444;0,5;0,176470588;1,34;низкий;;
59;56;Школа N318;г. Санкт-Петербург, Подъезной пер, 12;59.918467, 30.333816;Д;ОЗРЗ-1;2040;10584;1512;0;1952;2010;;Снесено;880;Асс Л.Е., Гинцберг А.С.;Сталинский неоклассицзим;;;;;https://www.citywalls.ru/house4266.html;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0,111111111;0,333333333;0,333333333;0,352941176;1,13;низкий;;
28;57;Школа;г. Санкт-Петербург, ул. Савушкина, 71к2;59.984557, 30.262463;;;;;;;1934;2000;;Снесено;;Мунц В. О., Гинцберг А.С., Суслова О.В.;Сталинский неоклассицзим;Аварийное ;Нет;Кирпич;;https://www.citywalls.ru/house20722.html;;;;;0;;;0;;;;;;0;;;;0;;1;;0;0;;1;;;1;;;;0;;1;;;;1;1;;;0;0;0,166666667;0,294117647;0,46;очень низкий;;
22;58;Школа на правом берегу Невы;г. Санкт-Петербург, ул. Новоселов, 11;59.881927, 30.457595;;;;;;;1934;2011;;Снесено;580;В.О. Мунц, Л.Е. Асс, Л.С. Гинсберг;Констуктивизм;;;;;https://www.citywalls.ru/house22725.html;;;;;0;;;0;;;;;;0;;;;0;;0;;0;0;;1;;;1;;;;0;;1;;;;1;1;;;0;0;0;0,294117647;0,29;очень низкий;;
27;59;Школа;г. Санкт-Петербург, Малый пр. ВО, 54к2;59.941781, 30.257540;;;;;;;1934;2018;;Снесено;880;Типовой проект, тип ША, арх-ры Асс Л. Е., Гинцберг А. С;Сталинский неоклассицзим;;;;;https://www.citywalls.ru/house14028.html;;;;;0;;;0;;;;;;0;;;;0;;0;;0;0;;1;;;1;;;;0;;1;;;;1;1;;;0;0;0;0,294117647;0,29;очень низкий;;
18;60;Школа ФЗУ учебно-строительного комбината;г. Санкт-Петербург, 13-я линия ВО, 6;59.934970, 30.277016;;;;;;;1932;2004;;Снесено;;;Констуктивизм;;;;;https://www.citywalls.ru/house26915.html;;;;;0;;;0;;;;;;0;;;;0;;0;;0;0;;1;;;1;;;;0;;1;;;;0;1;;;0;0;0;0,235294118;0,24;очень низкий;;
29;61;Школа N6 Московского района;г. Санкт-Петербург, ул. Смоленская, 14;59.904906, 30.322956;;;;;;;1935;2009;;Снесено;;;Сталинский неоклассицзим;;;;;https://www.citywalls.ru/house9834.html;;;;;0;;;0;;;;;;0;;;;0;;0;;0;0;;1;;;1;;;;0;;1;;;;0;1;;;0;0;0;0,235294118;0,24;очень низкий;;
36;62;Школа;г. Санкт-Петербург, Корпусная ул., 22;59.962908, 30.283735;;;;;;;1935;2013;;Снесено;;Мунц О. Р., Виноградов А.Н.;;;;;;https://www.citywalls.ru/house10941.html;;;;;0;;;0;;;;;;0;;;;0;;0;;0;0;;1;;;0;;;;0;;1;;;;1;1;;;0;0;0;0,235294118;0,24;очень низкий;;
14;63;Морская школа;г. Санкт-Петербург, Двинская ул., 6;59.908868, 30.253040;;;;;;;1950;2020;;Снесено;;;;;;;;https://www.citywalls.ru/house3895.html;;;;;0;;;0;;;;;;0;;;;0;;0;;0;0;;1;;;0;;;;0;;1;;;;0;1;;;0;0;0;0,176470588;0,18;очень низкий;;
15;64;Школа № 348 ;г. Санкт-Петербург, Караваевская ул., 36;59.831544, 30.513821;;;;;;;1952;1986;;Снесено;;;;;;;;https://www.citywalls.ru/house29870.html;;;;;0;;;0;;;;;;0;;;;0;;0;;0;0;;1;;;0;;;;0;;1;;;;0;1;;;0;0;0;0,176470588;0,18;очень низкий;;
16;65;Школа Санкт-Петербургского уездного земства;г. Санкт-Петербург, ул. Красина, 4х;59.966498, 30.486063;;;;;;;1930;1980;;Снесено;;;;;;;;https://www.citywalls.ru/house32777.html;;;;;0;;;0;;;;;;0;;;;0;;0;;0;0;;1;;;0;;;;0;;1;;;;0;1;;;0;0;0;0,176470588;0,18;очень низкий;;
41;66;Школа N12;г. Санкт-Петербург, Цимбалина ул., 25;59.884654, 30.426846;;;;;;;1936;2014;;Снесено;;;;;;;;https://www.citywalls.ru/house9035.html;;;;;0;;;0;;;;;;0;;;;0;;0;;0;0;;1;;;0;;;;0;;1;;;;0;1;;;0;0;0;0,176470588;0,18;очень низкий;;
